标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签
五塘地铁口燕江园全明东边户两房朝南急售,130,20348元/㎡,燕江园小区,鼓楼,2,63.89㎡,南,2000年建造,"['南', '热门小区', '南北通透', '优势户型']"
专属团购优惠 车接车,298,33484元/㎡,颐居华发 颐和四季府,栖霞,3,89㎡,南,,"['南北通透', '厨卫全明', '主卧套房', '车位充足']"
玄武湖南京站旁次新房4室2卫另加30万豪装 350平大露台,596,44286元/㎡,招商紫郡兰园,鼓楼,4,134.58㎡,南北,2019年建造,"['南北', '满二年', '近地铁', '绿化率高']"
麒麟紫荆城泉水苑 带电梯 楼层好 购物方便 正南朝向,73,11231元/㎡,麒麟紫荆城泉水苑,江宁,2,65㎡,南,2014年建造,"['南', '有电梯']"
安个家 莲花北苑精装修小高层三房 采光充足 满2年,180,22223元/㎡,莲花新城北苑,建邺,3,81㎡,南,2012年建造,"['南', '满二年', '近地铁']"
四线地铁，立体路网，自建,327,28435元/㎡,中交锦度(新房),浦口,3,115㎡,南,,"['南北通透', '厨卫全明', '双卫生间', '车位充足']"
万科未来城 小三居 临地铁 电梯房 精装好房 双卫生间,78,8019元/㎡,万科未来城,溧水,3,97.27㎡,南北,2020年建造,"['南北', '有电梯', '近地铁', '车位充足']"
天润城十六北区 紧挨地铁口 环境优美 全新婚装 设施全留,135,15484元/㎡,天润城十六街区(北区),浦口,2,87.19㎡,南北,2015年建造,"['南北', '热门小区', '近地铁', '价格优惠']"
五塘广场地铁站 29中 云谷山庄 三房中间楼层不临街诚心售,229,27591元/㎡,云谷山庄,鼓楼,3,83㎡,南北,2011年建造,"['南北', '有电梯', '近地铁', '绿化率高']"
超高性价比紫金明珠电梯大三房业主急售看房有钥匙,259,24627元/㎡,万达紫金明珠,秦淮,3,105.17㎡,南北,2007年建造,"['南北', '有电梯']"
总价350万起 铁心桥 伟星时代悦峰 景明佳园地铁口 优惠大,420,40385元/㎡,伟星·时代悦峰,雨花台,3,104㎡,南,,"['双阳台', '客餐厅相连', '客厅朝南', '轨交房']"
禄口翠屏城小高层毛坯三房 一楼带院子 诚意出售 看房有钥匙,76,8637元/㎡,翠屏城,江宁,3,88㎡,南北,2016年建造,"['南北', '满二年']"
龙池花园 临地铁 精装可拎包入住 价格好谈,50,7937元/㎡,龙池花园,六合,2,63㎡,南北,2015年建造,"['南北', '满二年', '户型方正']"
新上 必看好房 万达茂 急降50万 210万金中金小,259.8,26754元/㎡,万达茂御湖仕家三期,栖霞,3,97.11㎡,南北,2018年建造,"['南北', '满二年', '近地铁']"
招商兰溪谷(二期)89平190万3室2厅1卫,190,21349元/㎡,招商兰溪谷(二期),浦口,3,89㎡,南北,2015年建造,"['南北通透', '配套成熟', '优势户型']"
中国铁建原香颂 小三房 正规商品房 满二 正南朝向 楼龄新,100,11378元/㎡,中国铁建原香颂,滨江开发区,3,87.89㎡,南,2018年建造,"['南', '热门小区', '配套成熟', '房东急售']"
，凤凰西街品质好房，看房方便随时联系,150.7,28418元/㎡,凤凰西街269-275号小区,鼓楼,2,53.03㎡,南北,1995年建造,"['南北', '近地铁', '随时可看']"
万科未来城 精装未入住 S7地铁口 三开间朝南 出行方便,80,8989元/㎡,万科未来城,溧水,3,89㎡,南北,2021年建造,"['南北', '近地铁', '配套成熟', '房东急售']"
雨山路地铁口.220万起！10号线地铁直达河西！随时看房,270,27000元/㎡,龙湖天曜城,浦口,3,100㎡,南,,"['轨交房', '车位充足']"
仙林学则路亚东城板式精装修三房客厅大开间,365,28350元/㎡,亚东城(西区),栖霞,3,128.75㎡,南,2009年建造,"['南', '满五年', '近地铁', '绿化率高']"
急急售全 仙林湖抄底价 万达茂御湖仕家 双地铁 车位,181,19103元/㎡,万达茂御湖仕家二期,栖霞,3,94.75㎡,南北,2018年建造,"['南北', '满二年', '近地铁', '多人关注']"
29 场门口 清凉门 虎踞路 精装修 低总价 诚心卖,235,47000元/㎡,场门口14号小区,鼓楼,2,50㎡,南,1995年建造,"['南', '热门小区', '房东急售', '随时可看']"
有钥匙随时看房 大两居 南北通透 低密度社区 居家自住,120,22247元/㎡,燕归园,鼓楼,2,53.94㎡,南北,2001年建造,"['南北', '近地铁', '绿化率高']"
石林云城225起 鱼嘴南近地铁 精装洋房 小高层现房专车接,242,26022元/㎡,石林云城(新房),雨花台,3,93㎡,南北,,"['轨交房', '低容积']"
楼层好，采光充足，交通方便，配套齐全，离玄武湖近,337,42125元/㎡,鸡鸣山庄,玄武,3,80㎡,南,1990年建造,"['南', '满五年', '近地铁']"
总高5层花园洋房 精装修 产权车库另算 无增值税靠南外,295,28922元/㎡,新城尚东花园,栖霞,3,102㎡,南,2006年建造,"['南', '满五年', '近地铁']"
保利西江月 近地铁 停车方便 带电梯 中间楼层 满二,207,23553元/㎡,保利西江月,浦口,3,87.89㎡,南,2018年建造,"['南', '满二年', '车位充足', '户型方正']"
新玄武 科利华 南师 新玄武 央企品质 复地明日之城来电钜惠,478,45524元/㎡,复地明日之城,栖霞,3,105㎡,南,,"['双卫生间', '多轨交', '车位充足']"
急售 富力尚悦居 精装三房带地暖性价比 高 全南户型采光无遮,197,21351元/㎡,富力尚悦居(一期),雨花台,3,92.27㎡,南北,2018年建造,"['南北', '满二年']"
板桥新城 有电梯 高楼层视野无遮挡 精装修 双卫生间 楼龄新,198,15840元/㎡,蓝光公园壹号,雨花台,4,125㎡,南,2018年建造,"['南', '热门小区', '近地铁', '新上小区']"
急 急售 大华香鸢美颂 精装三房 景观房 南北通透 随时看,215,22668元/㎡,香鸢美颂,浦口,3,94.85㎡,南北,2015年建造,"['南北', '满五年']"
新上急售南京雨核次新房S3地铁口龙湖天钜一站河西共享繁华,330,35032元/㎡,龙湖天钜,雨花台,3,94.2㎡,南北,2021年建造,"['南北', '满二年', '近地铁', '次新房']"
总价210万起买江宁东山 杭派精工 中天云来改善型三房,246,27955元/㎡,中天云来,江宁,3,88㎡,南北,,['购物中心']
有电梯 满二 近地铁 双卫 高楼层视野无遮挡 出行方便,420,35524元/㎡,万科都荟天地,江宁,3,118.23㎡,北,2021年建造,"['北', '满二年', '近地铁', '次新房']"
议价30万！次新小区！电梯洋房 中间楼层 双阳台光线好无遮挡,390,34211元/㎡,御道嘉庭,秦淮,3,114㎡,南北,2020年建造,"['南北', '近地铁', '次新房', '人气热搜']"
边户急售 价可谈 中航樾公馆 中间楼层 不靠高架,217,22990元/㎡,中航樾公馆,江宁,3,94.39㎡,南北,2018年建造,"['南北', '满二年', '近地铁', '绿化率高']"
朗诗国际街区北园 正南朝向 车位充足 装修好 环境优美,460,37653元/㎡,朗诗国际街区北园,建邺,3,122.17㎡,南,2005年建造,"['南', '南北通透', '房东急售']"
一楼带40平院子 亚泰山语湖 30万全新精装修 未入住 急卖,255,29264元/㎡,亚泰山语湖,浦口,3,87.14㎡,南北,2018年建造,"['南北', '满五年', '车位充足', '户型方正']"
大明路 带电梯 怡馨花园 总价低两房,228,26932元/㎡,怡馨花园,秦淮,2,84.66㎡,南北,2002年建造,"['南北', 'VIP房东直卖', '满五年', '户型方正']"
天润城第四街区 精装三房 南北通透 全天采光 满五 急售,135,12163元/㎡,天润城第四街区,浦口,3,111㎡,南北,2010年建造,"['南北', '满五年', '近地铁']"
雨花台区89平朝南向约270起,285,32023元/㎡,万科·雨悦光年,雨花台,3,89㎡,南,,"['南北通透', '厨卫全明', '户型方正', '低容积']"
科利华 中医院旁花语城三室两厅全新装修拎包入住商圈成熟,120,13502元/㎡,荣盛花语城(四期),六合,3,88.88㎡,南北,2019年建造,"['南北', '有电梯', '车位充足']"
科利华 高楼门 鸡鸣山庄 阳光刺眼 鼓楼站 精装修,250,44209元/㎡,高楼门15号小区,玄武,2,56.55㎡,南北,1995年建造,"['热门小区', '新上小区', '南北通透']"
7号线地铁 省二中院 集庆门大街南苑 健园 精装 采光佳,149,24335元/㎡,健园小区,建邺,2,61.23㎡,南,1997年建造,"['南', '热门小区', '南北通透', '房东急售']"
金陵小区 满五年 楼层好 南北通透 得房率高 换房急售,89,15609元/㎡,金陵新五村,鼓楼,2,57.02㎡,南北,2000年建造,"['南北', '有电梯', '近地铁']"
央企品质 优惠50万 有车位 金陵华兴,249,27978元/㎡,中冶锦绣和鸣,雨花台,3,89㎡,南,,['购物中心']
视野好夜景巴适 次顶楼能看到秦淮河集庆门城墙 电梯房,379,44024元/㎡,润花园,建邺,2,86.09㎡,南北,2006年建造,"['南北', '满五年']"
秦虹夫子庙 电梯次顶楼 大两房边户 采光好 诚心卖 急售,338,34628元/㎡,蔚蓝星座,秦淮,2,97.61㎡,南北,2008年建造,"['南北', '房东直卖', '满五年', '近地铁']"
燕子矶 交通便利 小区新 精装可拎包入住 刚需小三居 双卫,328,32380元/㎡,融创玉兰公馆一期,栖霞,3,101.3㎡,南北,2018年建造,"['南北', '满二年', '车位充足', '采光较好']"
7折 后两套，新房现房，看房方便,250,27778元/㎡,紫麒府,江宁,3,90㎡,南,,"['轨交房', '车位充足']"
保利西江月 刚需小三居 满二 临地铁 停车方便 商品住宅,198,22629元/㎡,保利西江月,浦口,3,87.5㎡,南,2018年建造,"['南', '满二年', '车位充足', '户型方正']"
大光路 地铁5号线100米 十年一套 全新精装做到拎包入住,479,34251元/㎡,香格里拉花园,秦淮,3,139.85㎡,南北,2010年建造,"['南北', '热门小区', '交易周期可谈', '随时可看']"
龙江树人新河一村可用楼层好采光不挡南北户型居家装修，诚心卖！,360,55565元/㎡,新河一村,鼓楼,3,64.79㎡,南北,1991年建造,"['南北', '满二年', '近地铁']"
香山美墅 板楼 房龄新 精装可拎包入住 低密宜居 产权清晰,375,31157元/㎡,香山美墅,江宁,3,120.36㎡,南北,2018年建造,"['南北', '满五年', '近地铁', '绿化率高']"
百家湖改善四房，南北通透，年终优惠价格可谈,520,38519元/㎡,铂萃云湾,江宁,4,135㎡,南,,"['南北通透', '厨卫全明', '双卫生间', '轨交房']"
旭日 城二区 人车分流 南北通透 精装三房 中 楼层 急售,172,18318元/㎡,弘阳旭日上城二区,浦口,3,93.9㎡,南北,2015年建造,"['南北', '满五年', '近地铁', '绿化率高']"
云南路地铁口 汉口西路 南秀村上海路 广州路 南大 全明户型,260,30953元/㎡,上海路79号小区,鼓楼,3,84㎡,南北,1986年建造,"['南北', '近地铁', '车位充足']"
0.5可做中央门小市金基翠城 楼层采光佳 看房随时 地铁口,516,34922元/㎡,金基翠城,鼓楼,3,147.76㎡,南北,2008年建造,"['南北', '近地铁', '绿化率高']"
正南朝向 产权清晰 出行方便 电梯房 满二 高楼层视野无遮挡,250,26871元/㎡,弘阳燕江府,栖霞,3,93.04㎡,南,2018年建造,"['南', '热门小区', '近地铁', '价格优惠']"
钟麓花园商品房5楼顶跃 商品房两层楼 不算面积 山景房东边户,339,34592元/㎡,钟麓花园,玄武,3,98㎡,南,2000年建造,"['南', '有电梯', '近地铁']"
晓庄地铁口 小高层 一梯两户 飞机户型 精装修,340,30997元/㎡,大地伊丽雅特湾,栖霞,3,109.69㎡,南,2011年建造,"['南', '满五年', '近地铁', '绿化率高']"
仙林湖万达茂！急售好房 御湖仕家地铁口随时看房!,209,22000元/㎡,万达茂御湖仕家二期,栖霞,3,95㎡,南,2015年建造,"['南', '满五年', '近地铁', '户型方正']"
保利山和九著 精装修现房 洋房 交通便利 配套成熟,235,26405元/㎡,保利·山和九著,栖霞,3,89㎡,南,,['车位充足']
得房率高 满五 有电梯 密度低 装修好 产权清晰 诚心出售,398,35934元/㎡,蔚蓝星座,秦淮,3,110.76㎡,南,2007年建造,"['南', '满五年', '近地铁', '采光较好']"
钟鼎山庄带大院子 直降100万 采光非常好 业主急售 有钥匙,585,49996元/㎡,中冶钟鼎山庄,玄武,3,117.01㎡,南北,2009年建造,"['南北', '热门小区', '近地铁', '随时可看']"
急售！仙林湖新城香悦澜山 三房精装修 随时看房 价格可议,193,23023元/㎡,新城香悦澜山,栖霞,3,83.83㎡,南,2015年建造,"['南', '满五年', '近地铁']"
新上 精装暖气 3楼 新河二村2003年房 新河一村 可谈,389,48025元/㎡,新河二村,鼓楼,2,81㎡,南北,2003年建造,"['南北', '近地铁']"
燕子矶小高层 近地铁 精装修 双卫 次新房,385,34071元/㎡,金科博翠花园,栖霞,3,113㎡,南,2020年建造,"['南', '满二年', '绿化率高']"
雅典花园 购物方便 南向采光好 出行方便 商品住宅 满五,308,34372元/㎡,雅典花园,鼓楼,2,89.61㎡,南,2001年建造,"['南', '房东直卖', '满五年', '近地铁']"
真 迈皋桥燕子矶1号线地铁口 次新房 融创玉兰旁 急售,325,28166元/㎡,保利国际社区(一期),栖霞,3,115.39㎡,南,2020年建造,"['南', '满二年', '次新房', '户型方正']"
次新小区阅江山 精装修 南北通透 楼层好 近 诚心出售,225,23438元/㎡,大华锦绣城阅江山,浦口,3,96㎡,南北,2018年建造,"['南北', '有电梯']"
紫金墨香苑 高楼层视野无遮挡 满五 南向采光好,185,21765元/㎡,紫金墨香苑,玄武,3,85㎡,南,2011年建造,"['南', '满五年', '多人关注']"
急售！仙林湖金地湖城艺境 地铁旁 金中金小旁 随时看房,188,21652元/㎡,金地湖城艺境,栖霞,3,86.83㎡,南,2018年建造,"['南', '满二年', '近地铁', '户型方正']"
还可再刀15万 4号线地铁 顶山街道 鼓楼医院 山水金盾花园,127,11982元/㎡,山水金盾花园小区,浦口,3,106㎡,南北,2017年建造,"['南北', '满二年']"
急急急 改善天花板 高科荣境 次新房 近地铁 随时可看,566,31798元/㎡,高科荣境2期,栖霞,4,178㎡,南北,2020年建造,"['南北', '近地铁', '价格优惠', '房东急售']"
紫金墨香苑 正南朝向 临地铁 近医院 刚需小三居 商圈成熟,185,21136元/㎡,紫金墨香苑,玄武,3,87.53㎡,南,2011年建造,"['南', '有电梯', '采光较好']"
馨合家园 满二 出行方便 高楼层视野好 电梯房 近地铁,110,15954元/㎡,馨合家园,栖霞,2,68.95㎡,南,2013年建造,"['南', '满二年', '近地铁']"
荣盛花语城(一期)86.71平110万3室2厅1卫,110,12686元/㎡,荣盛花语城(一期),六合,3,86.71㎡,南北,2015年建造,"['南北', '满五年', '车位充足', '采光较好']"
急卖新空毛坯房满五年 楼层好位置佳 随时看房采光视野好,195,20458元/㎡,启迪城泽园,江宁,3,95.32㎡,南北,2016年建造,"['南北', '满五年', '车位充足']"
橡树城 精装二房 南北通透，拎包入住 诚心出售 随时看房,73,8903元/㎡,橡树城,溧水,2,82㎡,南北,2021年建造,"['南北', '满二年', '近地铁', '次新房']"
业主亏本100万急卖！装修70万 绝美湖景房！详情咨询！,312,26219元/㎡,万达茂御湖仕家二期,栖霞,3,119㎡,南北,2016年建造,"['南北', '满二年', '近地铁']"
满五 产权清晰 医疗配套成熟 集中供暖 南北通透,280,31819元/㎡,九龙雅苑,秦淮,2,88㎡,南北,2004年建造,"['南北', '满五年', '近地铁', '车位充足']"
燕子矶1号地铁笆斗山站200米南师 代理产证在手,239,26264元/㎡,保利国际社区(一期),栖霞,3,91㎡,南北,2000年建造,"['南北', '户型方正']"
新城花漾紫郡 满五 小三房 近地铁 房龄新 商品房,195,18630元/㎡,新城花漾紫郡,浦口,3,104.67㎡,南北,2018年建造,"['南北', '热门小区', '新上小区', '价格优惠']"
正荣润锦 价格好谈 带产权车位 新上三房 满二 有钥匙 抄低,211,24679元/㎡,正荣润锦城,浦口,3,85.5㎡,南北,2017年建造,"['南北', '满二年', '人气热搜']"
金尧华府 商业配套成熟 高楼层视野无遮挡 楼龄新 临地铁,160.1,20341元/㎡,金尧华府,栖霞,2,78.71㎡,南,2014年建造,"['南', '房东直卖', '满五年', '近地铁']"
